,Country/Territory,Code,Year,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Maternal Disorders,HIV/AIDS,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Diarrheal Diseases,Neoplasms,Diabetes Mellitus,Chronic Kidney Disease,Protein-Energy Malnutrition,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases
857,Saint Vincent and the Grenadines,VCT,2007,2,18,4,7,0,7,1,24,3,256,31,23,4,136,73,27,6,14,12,28
858,Saint Vincent and the Grenadines,VCT,2008,1,18,5,7,0,8,1,21,3,274,32,22,4,144,74,29,6,14,13,29
859,Saint Vincent and the Grenadines,VCT,2009,1,19,5,7,0,7,1,21,3,285,32,21,4,150,79,30,6,15,13,30
860,Saint Vincent and the Grenadines,VCT,2010,1,19,5,7,0,7,1,22,3,294,33,20,4,156,83,32,6,15,13,31
861,Saint Vincent and the Grenadines,VCT,2011,1,20,5,6,0,6,1,21,2,306,34,19,4,162,88,34,6,16,14,32
862,Saint Vincent and the Grenadines,VCT,2012,1,20,6,6,0,6,1,21,2,315,34,18,4,169,92,36,6,16,14,33
863,Saint Vincent and the Grenadines,VCT,2013,1,20,6,7,0,7,1,22,2,322,35,17,4,177,94,38,6,17,15,35
864,Saint Vincent and the Grenadines,VCT,2014,1,20,6,7,0,7,1,26,3,333,37,16,4,184,97,41,6,18,16,37
865,Saint Vincent and the Grenadines,VCT,2015,1,20,6,7,0,7,1,28,3,336,38,15,4,191,97,42,7,19,17,38
866,Saint Vincent and the Grenadines,VCT,2016,1,21,6,8,0,7,1,22,3,339,38,15,4,194,98,44,7,19,18,40
867,Saint Vincent and the Grenadines,VCT,2017,1,21,6,8,0,7,1,21,3,346,39,14,4,199,102,44,7,19,18,40
868,Saint Vincent and the Grenadines,VCT,2018,1,21,7,8,0,7,1,21,3,350,39,13,4,204,105,45,7,20,19,41
869,Saint Vincent and the Grenadines,VCT,2019,1,22,7,8,0,7,1,20,3,355,39,13,4,208,107,46,7,20,19,42
870,Suriname,SUR,1990,19,48,9,26,48,27,8,61,15,865,109,226,89,295,96,75,25,63,73,146
871,Suriname,SUR,1991,18,48,9,26,43,27,8,44,15,905,112,219,86,308,103,80,25,67,77,153
872,Suriname,SUR,1992,18,49,9,26,38,28,9,45,16,924,113,212,82,318,109,84,24,69,80,158
873,Suriname,SUR,1993,17,50,10,25,61,29,10,50,16,975,117,208,76,333,118,92,24,74,85,165
874,Suriname,SUR,1994,16,49,9,23,54,27,10,58,15,894,110,206,72,319,111,89,21,70,82,159
875,Suriname,SUR,1995,14,48,8,20,40,23,9,69,12,754,97,206,69,290,94,81,19,61,76,146
876,Suriname,SUR,1996,14,50,8,19,42,22,7,86,11,741,97,209,67,290,94,82,18,61,76,146
877,Suriname,SUR,1997,13,52,8,18,47,22,7,83,11,761,101,211,64,300,97,87,18,64,77,150
878,Suriname,SUR,1998,13,54,10,19,42,24,7,90,12,828,110,212,62,326,107,98,18,70,82,161
879,Suriname,SUR,1999,13,57,11,19,26,25,8,115,12,893,117,214,60,354,119,110,18,76,88,173
880,Suriname,SUR,2000,12,59,12,18,92,23,8,144,12,937,121,211,56,370,125,119,17,80,88,176
881,Suriname,SUR,2001,11,60,13,18,114,23,7,150,12,980,126,209,52,390,131,129,17,84,89,181
882,Suriname,SUR,2002,11,61,13,18,74,24,7,175,12,1024,128,205,50,415,139,139,17,86,93,188
883,Suriname,SUR,2003,11,61,13,17,52,26,8,167,12,1038,128,200,47,429,142,145,17,87,95,191
884,Suriname,SUR,2004,11,62,14,17,36,27,8,171,12,1042,128,196,46,439,146,148,16,88,95,192
885,Suriname,SUR,2005,9,63,14,16,31,27,9,158,11,1027,126,195,44,444,146,150,15,87,94,190
886,Suriname,SUR,2006,9,66,14,16,10,27,10,150,11,1015,126,192,43,452,149,153,15,86,94,192
887,Suriname,SUR,2007,8,68,15,15,4,28,11,140,11,1014,126,190,42,463,154,158,14,87,96,194
888,Suriname,SUR,2008,8,70,15,15,7,28,11,123,11,1027,128,187,41,481,163,165,14,89,98,199
889,Suriname,SUR,2009,8,73,16,14,6,28,10,120,10,1036,129,184,40,496,171,172,14,89,99,200
890,Suriname,SUR,2010,8,76,16,14,4,28,10,128,10,1045,129,180,39,510,181,178,13,91,101,203
891,Suriname,SUR,2011,8,79,17,13,2,27,11,116,10,1045,129,174,38,522,185,183,12,90,101,203
892,Suriname,SUR,2012,7,83,18,13,1,26,11,116,9,1058,131,169,38,538,190,190,12,92,103,206
893,Suriname,SUR,2013,7,87,19,13,1,27,11,106,9,1122,139,166,39,573,203,205,12,98,107,216
894,Suriname,SUR,2014,7,92,21,14,2,26,11,125,10,1194,147,161,39,605,217,220,13,104,111,223
895,Suriname,SUR,2015,7,96,22,14,0,27,11,112,10,1264,153,155,39,634,232,233,13,108,115,231
896,Suriname,SUR,2016,7,99,23,14,0,28,12,108,10,1310,157,148,39,657,243,242,13,111,119,237
897,Suriname,SUR,2017,7,102,24,14,0,28,11,106,10,1351,159,141,39,680,251,250,13,113,122,243
898,Suriname,SUR,2018,7,106,24,14,0,27,11,103,10,1391,161,136,39,699,260,256,13,115,125,247
899,Suriname,SUR,2019,7,109,25,15,0,28,11,100,10,1423,163,131,38,716,267,262,13,117,127,251
900,United States,USA,1990,1830,73079,12895,2795,0,4370,538,27789,2271,879646,72716,19306,681,539139,47140,33101,2419,106098,37386,78301
901,United States,USA,1991,1615,78365,13217,2855,0,4246,525,32425,2172,877798,73655,18307,746,544760,49037,33885,2481,109587,37417,78694
902,United States,USA,1992,1558,83053,13600,2945,0,4069,509,36485,2055,874992,74500,17259,816,550919,51045,34919,2569,113036,37599,79310
903,United States,USA,1993,1550,87768,14301,3148,0,4075,511,40523,1986,895086,77518,16700,925,565698,54543,36767,2748,119371,38715,81626
904,United States,USA,1994,1530,91491,14816,3312,0,3999,524,44959,1877,899691,78885,15899,1034,573321,57260,38199,2900,123547,39290,82913
905,United States,USA,1995,1514,94855,15434,3530,0,3967,489,45213,1781,908922,80421,15042,1170,582371,60140,39946,3103,128157,40019,84395
906,United States,USA,1996,1504,96526,15962,3741,0,3857,508,33684,1679,907009,80927,14531,1330,583202,62422,41627,3298,131733,40254,85128
907,United States,USA,1997,1514,96342,16545,3978,0,3810,534,19425,1584,904335,81097,14439,1571,583773,64519,43504,3519,135669,40662,86166
908,United States,USA,1998,1517,95816,17349,4263,0,3831,508,15921,1512,909266,81393,14632,1907,589017,67162,46077,3783,141289,41422,87807
909,United States,USA,1999,1566,95512,18354,4617,0,3749,575,17187,1450,920654,78509,14776,2531,597618,70341,49593,4122,148677,42462,90133
910,United States,USA,2000,1458,96426,19242,4760,0,3728,617,16072,1320,918346,77117,14828,3266,602487,72376,53052,4261,153230,43766,92314
911,United States,USA,2001,1399,98558,20082,4736,0,3720,644,15493,1249,913252,75748,14623,4020,606130,74237,56223,4255,156917,45248,94619
912,United States,USA,2002,1367,101170,20907,4704,0,3772,634,15477,1191,908753,75438,14839,4932,610949,75715,59027,4237,160322,46713,96726
913,United States,USA,2003,1344,104024,21562,4570,0,3761,793,15100,1122,895284,74344,14976,5870,612745,76291,61472,4123,162757,47856,98219
914,United States,USA,2004,1293,106572,21922,4392,0,3747,921,14416,1057,868245,72066,14859,6844,609433,75309,63437,3977,163040,48073,98223
915,United States,USA,2005,1288,109900,22755,4372,0,3850,1007,13839,1028,864804,72273,15105,7953,615940,75892,67056,3967,167679,49642,100617
916,United States,USA,2006,1273,112291,23243,4257,0,3888,1042,13265,995,850549,70966,15221,8885,620516,74669,69954,3866,169726,50663,101979
917,United States,USA,2007,1249,114585,23705,4238,0,3864,1062,12444,953,836120,69811,15210,9586,625940,73228,72852,3861,172341,51575,103120
918,United States,USA,2008,1223,117064,24369,4280,0,3819,1103,11400,926,833165,69921,14606,10287,637146,72592,76152,3907,177366,53086,105255
919,United States,USA,2009,1186,118965,24760,4277,0,3753,1080,10551,891,823362,68989,13675,10637,644331,71235,78863,3924,179468,54496,106814
920,United States,USA,2010,1141,121781,25309,4367,0,3684,991,9143,868,820215,68625,12837,10928,648290,69915,82391,4024,182265,55472,108110
921,United States,USA,2011,1126,124656,26123,4538,0,3669,1050,8428,862,830800,69967,12602,11327,659516,68571,86464,4192,187463,57598,111120
922,United States,USA,2012,1108,127120,26781,4707,0,3647,1090,7973,858,837102,70573,12455,11466,668318,67741,89367,4360,191590,59351,113403
923,United States,USA,2013,1106,129640,27531,4943,0,3606,1172,7682,871,847344,72196,12376,11553,678428,67235,92802,4601,196459,61199,116058
924,United States,USA,2014,1102,131616,28193,5268,0,3627,1188,7413,879,858443,73161,12284,11541,689157,67583,96182,4918,200484,63045,118754
925,United States,USA,2015,1115,134411,29081,5661,0,3727,1200,7089,900,876853,74766,12235,11625,700941,68860,99915,5301,205998,64842,121845
926,United States,USA,2016,1131,136673,29748,5952,0,3846,1252,7430,927,892268,75385,12035,11572,715197,70534,102601,5586,209980,66395,124438
927,United States,USA,2017,1137,138750,30014,5814,0,3769,1101,7338,929,899212,76510,11642,11354,725719,72239,101751,5453,211269,65977,124473
928,United States,USA,2018,1142,141681,31277,5934,0,3687,1048,7200,956,929375,79227,11223,11518,750419,75081,104364,5565,218546,66816,127040
929,United States,USA,2019,1146,143919,32211,6090,0,3615,990,7053,978,957455,81921,10994,11727,773895,77719,106954,5710,224988,67286,129343
930,United States Virgin Islands,VIR,1990,1,11,5,3,0,7,1,8,1,233,13,21,1,127,33,17,3,14,20,33
931,United States Virgin Islands,VIR,1991,1,11,5,3,0,7,1,9,1,234,13,20,1,131,34,17,3,14,20,33
932,United States Virgin Islands,VIR,1992,1,12,5,3,0,7,1,10,1,239,13,18,1,135,36,18,3,14,21,34
933,United States Virgin Islands,VIR,1993,1,13,5,3,0,7,1,11,1,247,14,17,1,141,38,19,3,15,22,35
934,United States Virgin Islands,VIR,1994,1,13,6,3,0,7,1,14,1,256,14,17,1,148,40,19,3,15,22,36
935,United States Virgin Islands,VIR,1995,1,14,6,3,0,7,1,13,1,257,14,16,1,151,41,20,3,15,22,36
936,United States Virgin Islands,VIR,1996,1,15,6,3,0,7,1,14,1,264,15,15,1,156,43,21,3,16,22,36
937,United States Virgin Islands,VIR,1997,1,15,6,3,0,7,1,12,1,268,15,14,1,160,43,22,3,16,22,36
938,United States Virgin Islands,VIR,1998,1,16,6,3,0,7,1,11,1,274,15,13,1,165,44,23,3,16,22,37
939,United States Virgin Islands,VIR,1999,1,17,6,3,0,7,1,13,1,286,16,12,1,173,45,24,3,17,23,38
940,United States Virgin Islands,VIR,2000,1,17,7,3,0,7,1,15,1,293,16,12,1,178,45,26,3,18,23,38
941,United States Virgin Islands,VIR,2001,1,18,7,3,0,7,1,15,1,300,17,11,1,185,46,28,3,18,23,39
942,United States Virgin Islands,VIR,2002,1,18,7,3,0,7,1,15,1,304,17,10,1,190,47,29,3,18,23,39
943,United States Virgin Islands,VIR,2003,0,19,7,3,0,7,1,14,1,309,17,10,1,196,48,30,3,19,23,40
944,United States Virgin Islands,VIR,2004,0,19,7,3,0,6,1,13,1,315,17,9,1,202,50,31,3,19,24,40
945,United States Virgin Islands,VIR,2005,0,20,8,3,0,6,1,12,1,322,17,9,1,208,51,32,3,20,24,40
946,United States Virgin Islands,VIR,2006,0,21,8,3,0,6,1,11,1,339,18,9,1,220,54,34,3,21,25,42
947,United States Virgin Islands,VIR,2007,0,21,10,3,0,5,1,10,1,397,20,8,1,259,63,40,3,24,30,50
948,United States Virgin Islands,VIR,2008,0,22,10,3,0,5,1,10,1,406,20,8,1,268,64,42,3,25,30,50
949,United States Virgin Islands,VIR,2009,0,22,10,3,0,5,1,10,1,413,21,8,1,276,66,44,3,25,30,51
950,United States Virgin Islands,VIR,2010,0,23,11,3,0,5,1,10,1,419,21,7,1,284,68,45,3,26,31,52
951,United States Virgin Islands,VIR,2011,0,23,11,3,0,5,0,9,1,427,21,7,1,291,70,46,3,26,31,53
952,United States Virgin Islands,VIR,2012,0,24,11,3,0,5,0,9,1,436,22,7,1,299,71,47,3,27,32,53
953,United States Virgin Islands,VIR,2013,0,24,12,4,0,5,0,9,1,444,22,6,1,304,73,48,3,27,32,54
954,United States Virgin Islands,VIR,2014,0,25,12,4,0,5,0,10,1,453,23,6,1,309,74,49,3,28,32,55
955,United States Virgin Islands,VIR,2015,0,26,12,4,0,5,0,12,1,464,23,5,1,315,75,50,3,29,33,55
956,United States Virgin Islands,VIR,2016,0,26,13,4,0,5,0,9,1,470,24,5,1,317,76,51,3,29,33,56
957,United States Virgin Islands,VIR,2017,0,27,13,4,0,5,0,9,1,481,24,5,1,322,77,51,4,30,33,56
958,United States Virgin Islands,VIR,2018,0,28,14,4,0,5,0,8,1,491,25,5,1,326,79,52,4,30,33,57
959,United States Virgin Islands,VIR,2019,0,29,14,4,0,5,0,8,1,501,25,4,1,330,80,52,4,31,33,57
960,Uruguay,URY,1990,144,735,203,82,0,155,16,46,170,11463,820,585,129,8229,694,507,73,1291,533,1320
961,Uruguay,URY,1991,203,772,216,83,0,152,26,50,198,11115,775,574,129,8429,720,470,73,1260,556,1381
962,Uruguay,URY,1992,145,784,219,78,0,156,20,59,165,11280,874,549,119,8441,705,512,68,1358,552,1370
963,Uruguay,URY,1993,120,805,227,76,0,163,19,81,152,11462,968,568,112,8522,706,546,66,1441,559,1384
964,Uruguay,URY,1994,92,830,227,73,0,161,18,90,136,11246,998,551,107,8498,689,549,63,1480,558,1375
965,Uruguay,URY,1995,78,861,235,73,0,154,19,85,129,11357,1086,555,109,8598,695,560,61,1566,557,1391
966,Uruguay,URY,1996,68,889,238,73,0,148,18,113,118,11258,1132,522,108,8642,690,558,61,1609,549,1381
967,Uruguay,URY,1997,55,919,238,82,0,141,20,95,106,11103,1175,484,109,8655,683,542,67,1664,549,1401
968,Uruguay,URY,1998,49,949,248,90,0,139,16,112,97,11368,1256,450,109,8831,706,568,74,1782,552,1431
969,Uruguay,URY,1999,43,971,252,93,0,130,12,120,91,11326,1300,409,110,8869,709,596,75,1846,548,1433
970,Uruguay,URY,2000,36,989,250,96,0,125,14,139,85,10956,1258,382,107,8812,697,600,76,1807,529,1407
971,Uruguay,URY,2001,32,1009,254,100,0,120,19,151,80,10806,1279,366,104,8792,698,618,79,1849,516,1400
972,Uruguay,URY,2002,29,1034,262,103,0,116,20,155,77,10883,1300,364,108,8939,715,656,80,1874,504,1408
973,Uruguay,URY,2003,28,1060,272,108,0,109,13,166,77,11055,1363,380,114,9066,737,698,85,1946,496,1415
974,Uruguay,URY,2004,26,1079,277,113,0,101,13,161,75,10997,1397,338,116,9085,748,724,88,1956,486,1417
975,Uruguay,URY,2005,23,1093,279,110,0,96,12,180,69,10693,1387,300,115,9064,748,732,84,1926,480,1413
976,Uruguay,URY,2006,23,1110,280,108,0,96,10,148,62,10338,1377,268,115,9034,751,733,84,1898,469,1404
977,Uruguay,URY,2007,24,1144,294,116,0,100,14,174,65,10554,1454,265,125,9315,796,770,89,1983,486,1461
978,Uruguay,URY,2008,18,1165,289,113,0,96,11,186,60,9993,1394,244,128,9169,774,749,88,1908,466,1423
979,Uruguay,URY,2009,17,1199,290,113,0,93,14,189,59,9665,1397,223,130,9152,772,752,89,1906,457,1417
980,Uruguay,URY,2010,16,1241,298,118,0,93,8,196,56,9642,1447,229,145,9335,786,780,93,1945,453,1438
981,Uruguay,URY,2011,16,1297,315,127,0,94,11,197,59,10008,1537,225,158,9532,818,844,99,2030,467,1497
982,Uruguay,URY,2012,16,1321,321,130,0,90,10,197,59,9886,1568,210,168,9562,825,877,102,2055,470,1511
983,Uruguay,URY,2013,14,1341,322,132,0,86,12,179,61,9660,1544,198,173,9539,828,901,102,2048,459,1498
984,Uruguay,URY,2014,14,1363,325,134,0,81,12,185,62,9505,1520,177,175,9532,833,920,103,2035,452,1486
985,Uruguay,URY,2015,14,1395,333,137,0,76,12,183,63,9613,1539,169,176,9645,851,938,105,2094,454,1491
986,Uruguay,URY,2016,14,1424,337,137,0,73,12,186,61,9629,1569,165,170,9687,863,963,106,2118,452,1496
987,Uruguay,URY,2017,14,1450,341,136,0,74,11,184,59,9792,1576,161,169,9836,875,967,105,2128,461,1518
988,Uruguay,URY,2018,14,1473,345,134,0,73,11,181,57,9881,1583,154,167,9948,883,977,105,2138,465,1530
989,Uruguay,URY,2019,14,1497,349,134,0,71,10,177,56,10003,1595,148,166,10084,895,989,104,2155,471,1546
990,Venezuela,VEN,1990,666,1629,282,815,151,931,398,655,1050,25991,4104,7142,3573,12533,3086,1548,759,2046,2124,4058
991,Venezuela,VEN,1991,565,1719,296,727,109,875,392,598,1021,26930,3713,5831,2984,13007,3292,1703,674,2108,2186,4081
992,Venezuela,VEN,1992,560,1823,312,779,72,890,365,786,952,27673,3775,5878,3091,13588,3503,1863,724,2192,2251,4153
993,Venezuela,VEN,1993,575,1942,341,878,51,911,372,907,924,28655,3889,6058,3163,14054,3627,2045,819,2328,2288,4223
994,Venezuela,VEN,1994,595,2063,382,1017,52,945,418,1089,942,30586,4093,6479,3426,14884,3867,2314,950,2552,2361,4389
995,Venezuela,VEN,1995,579,2159,401,1104,53,903,370,942,906,30719,3993,6493,3281,15118,3909,2642,1031,2731,2365,4408
996,Venezuela,VEN,1996,542,2249,401,1167,53,821,354,1025,868,30061,3713,6234,3154,15123,3851,2926,1088,2817,2302,4305
997,Venezuela,VEN,1997,489,2376,410,1114,53,738,348,1233,820,29523,3510,5828,2873,15174,3841,3158,1041,2899,2243,4195
998,Venezuela,VEN,1998,465,2536,439,1127,66,744,310,1278,830,30766,3549,5699,2693,15872,4030,3511,1055,3162,2378,4422
999,Venezuela,VEN,1999,438,2685,460,1064,51,719,343,1397,823,31481,3408,5237,2408,16382,4232,3826,996,3324,2421,4524
1000,Venezuela,VEN,2000,399,2820,479,1004,58,700,339,1408,780,31963,3277,4985,2181,16887,4363,4059,947,3388,2502,4637
1001,Venezuela,VEN,2001,374,2956,510,997,30,701,353,1287,736,33055,3377,5068,2109,17822,4577,4338,945,3584,2639,4857
1002,Venezuela,VEN,2002,346,3124,553,963,23,651,342,1299,714,34905,3443,5025,2104,19028,4888,4685,918,3775,2756,5092
1003,Venezuela,VEN,2003,365,3286,580,1037,38,694,358,1372,773,36846,3849,5860,2342,19915,5148,5091,993,4011,2915,5362
1004,Venezuela,VEN,2004,326,3415,571,828,29,638,354,1542,755,35887,3596,5083,1990,19650,5002,5058,795,3912,2805,5174
1005,Venezuela,VEN,2005,294,3573,596,694,36,595,369,1585,720,36891,3562,4755,1796,20463,5150,5279,665,4035,2910,5328
1006,Venezuela,VEN,2006,288,3727,638,627,48,573,365,1663,699,39086,3690,4546,1600,21913,5512,5688,602,4233,3177,5723
1007,Venezuela,VEN,2007,294,3877,675,588,58,574,348,1738,683,40688,3904,4669,1488,23102,5924,6065,566,4407,3421,6060
1008,Venezuela,VEN,2008,293,4053,714,559,38,584,396,1739,686,42689,4115,4828,1394,24417,6412,6521,537,4588,3617,6369
1009,Venezuela,VEN,2009,290,4206,731,523,55,567,428,1861,677,43284,4287,5018,1325,24932,6686,6730,503,4639,3621,6403
1010,Venezuela,VEN,2010,289,4370,716,493,72,564,422,1941,668,41767,4327,5092,1253,24352,6648,6650,475,4539,3353,6083
1011,Venezuela,VEN,2011,292,4554,745,472,67,558,438,2234,663,42996,4509,5025,1211,25140,7008,6924,455,4725,3412,6224
1012,Venezuela,VEN,2012,302,4714,782,461,75,563,433,2251,676,44682,4747,5012,1199,26388,7523,7361,444,4957,3611,6526
1013,Venezuela,VEN,2013,306,4856,797,458,134,562,489,2165,677,44817,4897,4941,1188,26771,7768,7560,440,5048,3622,6590
1014,Venezuela,VEN,2014,308,5074,841,480,136,568,696,2182,708,46562,4967,4770,1239,27936,8191,7925,460,5285,3635,6762
1015,Venezuela,VEN,2015,301,5276,879,490,223,569,747,2155,730,48257,5018,4433,1258,28869,8552,8291,469,5506,3753,6989
1016,Venezuela,VEN,2016,288,5535,928,502,291,551,597,2070,731,50966,5094,4084,1283,30209,9049,8769,481,5813,3939,7307
1017,Venezuela,VEN,2017,272,5789,973,511,423,532,548,1956,749,53591,5154,3659,1300,31186,9459,9157,489,6105,4114,7595
1018,Venezuela,VEN,2018,260,6036,1022,523,514,528,550,1882,781,56164,5251,3414,1334,32241,9897,9575,499,6427,4307,7925
1019,Venezuela,VEN,2019,254,6313,1119,552,667,524,497,1850,826,61510,5555,3338,1418,34771,10795,10405,527,7062,4692,8601
