,Country/Territory,Code,Year,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Maternal Disorders,HIV/AIDS,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Diarrheal Diseases,Neoplasms,Diabetes Mellitus,Chronic Kidney Disease,Protein-Energy Malnutrition,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases
635,Nicaragua,NIC,1995,247,348,94,445,39,177,116,34,359,4659,1496,1999,1796,2097,798,944,443,653,685,1139
636,Nicaragua,NIC,1996,243,358,100,443,26,178,119,39,350,4869,1430,1908,1536,2208,863,1018,441,679,717,1181
637,Nicaragua,NIC,1997,231,362,99,427,17,170,110,45,319,4702,1328,1810,1295,2182,848,1021,425,659,709,1159
638,Nicaragua,NIC,1998,245,367,100,408,25,166,108,54,294,4639,1241,1710,1119,2208,843,1048,407,661,714,1152
639,Nicaragua,NIC,1999,192,374,104,385,13,168,98,65,280,4750,1169,1604,943,2281,857,1126,384,681,738,1186
640,Nicaragua,NIC,2000,194,383,106,360,9,164,94,78,253,4791,1117,1521,822,2341,856,1191,358,688,746,1201
641,Nicaragua,NIC,2001,163,397,113,346,7,166,97,93,243,5028,1101,1446,731,2474,894,1318,344,725,783,1256
642,Nicaragua,NIC,2002,152,411,121,325,5,170,96,111,237,5306,1104,1383,651,2611,954,1471,323,782,835,1322
643,Nicaragua,NIC,2003,136,423,129,303,5,173,89,132,230,5490,1103,1320,585,2724,1002,1621,302,836,885,1384
644,Nicaragua,NIC,2004,121,435,135,284,4,172,90,153,223,5660,1116,1269,526,2841,1060,1724,282,890,924,1435
645,Nicaragua,NIC,2005,108,447,145,266,3,177,90,175,221,5938,1149,1225,481,3003,1148,1885,264,964,982,1508
646,Nicaragua,NIC,2006,96,453,143,242,1,162,76,192,190,5670,1130,1177,427,2938,1119,1885,240,955,968,1474
647,Nicaragua,NIC,2007,91,472,154,224,0,168,80,205,190,6044,1154,1107,386,3130,1233,2088,223,1024,1029,1551
648,Nicaragua,NIC,2008,84,487,161,212,0,176,79,217,185,6242,1159,1048,348,3267,1317,2273,210,1072,1093,1624
649,Nicaragua,NIC,2009,81,500,165,207,0,175,78,229,174,6325,1153,1005,319,3354,1366,2404,205,1098,1139,1673
650,Nicaragua,NIC,2010,60,514,169,201,0,168,71,275,161,6375,1118,970,294,3397,1395,2490,199,1121,1170,1705
651,Nicaragua,NIC,2011,57,529,173,189,0,174,72,341,157,6578,1107,926,270,3535,1462,2673,187,1145,1251,1794
652,Nicaragua,NIC,2012,54,545,177,177,1,176,70,399,154,6755,1090,886,253,3636,1504,2818,175,1171,1325,1877
653,Nicaragua,NIC,2013,51,564,181,168,1,176,68,447,152,6951,1081,863,239,3727,1553,2947,166,1196,1387,1945
654,Nicaragua,NIC,2014,48,586,184,161,0,179,69,498,153,7135,1063,825,225,3841,1623,3082,159,1208,1450,2014
655,Nicaragua,NIC,2015,45,606,190,153,1,168,61,543,144,7260,1039,795,217,3866,1642,3100,152,1236,1465,2033
656,Nicaragua,NIC,2016,47,630,197,155,3,181,63,534,151,7553,1052,759,210,4039,1737,3293,153,1272,1549,2132
657,Nicaragua,NIC,2017,45,653,203,152,4,176,58,534,145,7714,1039,720,208,4142,1777,3343,150,1304,1581,2178
658,Nicaragua,NIC,2018,44,680,212,149,2,173,54,542,143,8010,1027,669,202,4301,1848,3421,147,1334,1607,2215
659,Nicaragua,NIC,2019,44,706,218,145,3,172,53,561,143,8202,1011,630,195,4429,1904,3475,143,1343,1623,2237
660,Panama,PAN,1990,78,291,48,115,4,182,36,158,215,2967,379,535,219,1617,274,220,106,349,212,455
661,Panama,PAN,1991,75,307,50,121,4,177,34,180,209,2972,381,526,208,1646,292,232,112,361,215,457
662,Panama,PAN,1992,72,328,55,130,4,175,35,205,213,3111,393,517,199,1737,329,257,120,388,224,473
663,Panama,PAN,1993,71,349,61,142,1,183,34,232,218,3269,411,515,191,1838,367,287,130,423,237,495
664,Panama,PAN,1994,67,368,64,152,0,179,33,265,214,3254,413,514,179,1845,390,301,140,439,234,489
665,Panama,PAN,1995,66,385,68,164,1,180,36,301,221,3337,422,517,170,1926,424,325,151,465,242,503
666,Panama,PAN,1996,64,403,69,170,1,173,38,342,215,3338,415,518,157,1934,450,324,157,465,239,502
667,Panama,PAN,1997,61,424,75,190,4,168,36,391,216,3517,439,513,156,2056,500,361,174,510,252,520
668,Panama,PAN,1998,64,443,81,202,3,162,40,468,210,3464,445,497,165,2131,519,419,185,565,257,516
669,Panama,PAN,1999,60,461,85,214,1,160,39,517,201,3390,448,482,159,2154,540,441,199,585,250,509
670,Panama,PAN,2000,53,482,86,217,1,146,38,515,187,3282,427,461,160,2134,544,465,203,561,250,505
671,Panama,PAN,2001,51,508,91,212,1,135,42,520,184,3351,443,439,164,2198,570,509,197,576,263,527
672,Panama,PAN,2002,48,535,97,200,5,136,42,518,183,3473,467,415,162,2291,608,553,184,590,277,553
673,Panama,PAN,2003,47,562,104,186,8,140,43,464,194,3654,502,405,174,2424,642,594,171,609,297,586
674,Panama,PAN,2004,48,587,107,174,9,135,36,484,196,3734,540,399,183,2479,656,632,161,615,304,596
675,Panama,PAN,2005,48,611,112,166,7,134,49,486,201,3873,593,397,197,2570,680,666,154,626,317,615
676,Panama,PAN,2006,49,633,117,157,1,139,48,509,203,3953,623,397,194,2666,708,703,147,624,335,643
677,Panama,PAN,2007,49,655,118,144,0,139,50,493,204,3949,657,394,206,2696,712,706,135,615,338,650
678,Panama,PAN,2008,48,681,123,136,0,146,50,507,213,4065,700,384,211,2816,741,750,127,626,358,679
679,Panama,PAN,2009,48,710,129,129,0,146,41,527,213,4226,725,385,219,2919,768,779,120,642,375,710
680,Panama,PAN,2010,43,742,135,123,0,144,50,568,209,4322,772,390,217,3000,818,810,115,667,386,731
681,Panama,PAN,2011,43,769,139,121,0,144,62,487,217,4407,789,401,212,3109,871,843,113,668,403,759
682,Panama,PAN,2012,43,801,146,124,0,143,59,515,223,4533,814,418,211,3236,935,886,116,699,426,794
683,Panama,PAN,2013,42,839,154,126,0,135,56,563,219,4691,830,424,211,3349,1003,925,119,731,436,813
684,Panama,PAN,2014,40,871,160,124,0,134,56,518,219,4794,827,412,206,3455,1053,967,117,759,450,835
685,Panama,PAN,2015,40,903,165,124,0,127,53,589,211,4857,801,397,193,3535,1083,1013,118,776,460,849
686,Panama,PAN,2016,37,940,171,124,0,126,51,557,203,4990,792,399,198,3635,1110,1060,119,805,474,872
687,Panama,PAN,2017,37,979,179,125,0,125,53,554,197,5126,807,383,193,3769,1150,1092,119,835,485,897
688,Panama,PAN,2018,36,1013,184,125,0,127,54,548,192,5192,808,371,190,3865,1181,1117,119,851,492,913
689,Panama,PAN,2019,36,1054,190,126,0,126,53,540,188,5318,818,360,186,3984,1217,1154,119,877,503,935
690,Paraguay,PRY,1990,157,429,67,128,1,130,162,34,241,5014,1054,1737,708,2038,498,337,126,431,301,724
691,Paraguay,PRY,1991,153,442,66,122,1,130,148,40,223,4866,1028,1690,690,2055,502,335,120,416,301,710
692,Paraguay,PRY,1992,158,467,71,124,1,139,152,46,234,5246,1083,1695,690,2232,564,366,122,442,323,747
693,Paraguay,PRY,1993,157,491,76,122,1,145,153,53,240,5522,1119,1679,672,2360,622,390,120,460,335,766
694,Paraguay,PRY,1994,157,512,80,119,1,151,146,60,239,5724,1145,1645,652,2476,668,410,117,473,348,784
695,Paraguay,PRY,1995,158,541,87,124,1,158,148,69,246,5941,1216,1662,626,2642,729,446,121,497,361,806
696,Paraguay,PRY,1996,153,571,96,133,1,163,150,80,249,6155,1289,1658,603,2843,796,504,131,531,378,840
697,Paraguay,PRY,1997,144,589,98,139,1,160,146,92,236,5937,1281,1636,569,2947,828,530,136,529,383,848
698,Paraguay,PRY,1998,137,612,103,152,1,158,146,107,232,5989,1292,1615,539,3108,897,574,149,547,397,875
699,Paraguay,PRY,1999,135,635,107,165,1,159,150,125,235,6069,1297,1600,509,3298,980,623,162,561,411,905
700,Paraguay,PRY,2000,135,659,110,185,1,152,160,148,229,6041,1282,1593,488,3432,1071,668,181,568,412,921
701,Paraguay,PRY,2001,135,682,112,201,1,145,163,176,220,5946,1256,1545,462,3506,1146,702,197,567,410,929
702,Paraguay,PRY,2002,132,709,115,218,1,143,168,209,220,6008,1251,1483,438,3620,1244,740,214,578,412,949
703,Paraguay,PRY,2003,136,742,121,235,1,150,175,249,228,6298,1280,1439,411,3805,1368,805,231,607,424,994
704,Paraguay,PRY,2004,139,778,130,255,1,155,187,300,241,6761,1313,1402,383,4010,1508,888,251,649,446,1055
705,Paraguay,PRY,2005,132,805,134,259,1,151,170,362,242,6954,1281,1335,349,4082,1577,939,256,663,457,1084
706,Paraguay,PRY,2006,127,835,139,265,1,154,160,386,244,7234,1275,1278,320,4196,1632,1003,261,686,478,1132
707,Paraguay,PRY,2007,120,859,140,262,1,155,148,378,241,7263,1246,1197,292,4220,1634,1034,258,693,493,1159
708,Paraguay,PRY,2008,114,890,144,267,1,162,149,409,242,7447,1245,1130,270,4332,1672,1093,263,711,520,1210
709,Paraguay,PRY,2009,109,932,154,269,1,171,143,436,251,7915,1296,1065,253,4539,1758,1199,265,766,556,1283
710,Paraguay,PRY,2010,103,971,163,278,1,168,131,489,252,8210,1329,993,233,4675,1830,1308,274,819,578,1338
711,Paraguay,PRY,2011,98,1000,166,289,0,166,122,577,249,8209,1326,930,219,4724,1845,1394,284,853,587,1361
712,Paraguay,PRY,2012,74,1030,170,307,0,166,116,648,247,8265,1314,871,211,4803,1877,1482,301,899,597,1390
713,Paraguay,PRY,2013,73,1070,179,325,0,168,114,692,250,8565,1357,821,202,5018,1991,1599,319,965,620,1442
714,Paraguay,PRY,2014,69,1097,179,322,0,169,104,720,245,8454,1336,772,191,5060,1998,1631,317,992,633,1460
715,Paraguay,PRY,2015,64,1129,185,314,0,170,102,728,248,8677,1336,664,180,5250,2076,1698,309,1051,663,1507
716,Paraguay,PRY,2016,64,1170,199,318,0,176,113,728,261,9269,1411,620,178,5606,2260,1823,312,1134,703,1585
717,Paraguay,PRY,2017,65,1201,205,315,0,178,112,696,254,9478,1439,611,179,5776,2319,1841,309,1141,718,1611
718,Paraguay,PRY,2018,64,1231,209,309,0,179,112,627,246,9661,1452,579,180,5947,2377,1857,303,1141,733,1637
719,Paraguay,PRY,2019,65,1261,214,304,0,181,114,570,242,9912,1474,549,181,6141,2447,1883,298,1148,750,1668
720,Peru,PER,1990,590,2014,504,3354,571,1300,1550,501,8616,21466,20568,12164,6392,15471,1593,2924,3168,3320,4066,10790
721,Peru,PER,1991,557,2045,472,3246,734,1240,1458,576,7862,19708,19157,11716,7580,15088,1551,2844,3070,3115,3922,10363
722,Peru,PER,1992,548,2159,524,3305,625,1306,1594,648,8175,21340,19046,11405,6082,16529,1771,3160,3117,3332,4232,10725
723,Peru,PER,1993,515,2247,550,3172,723,1307,1603,724,7881,21712,18129,10954,5457,17174,1870,3303,2984,3390,4383,10672
724,Peru,PER,1994,486,2330,569,3047,476,1287,1705,809,7434,21914,17335,10318,4577,17890,1969,3460,2861,3408,4475,10525
725,Peru,PER,1995,465,2428,602,3022,333,1277,1694,909,7100,22464,17041,9746,4138,18737,2092,3660,2834,3486,4612,10486
726,Peru,PER,1996,449,2497,592,2918,283,1299,1505,1030,6384,21475,16283,9242,3595,18528,2028,3605,2736,3390,4582,10234
727,Peru,PER,1997,432,2609,629,2801,209,1328,1471,1174,5755,21385,16320,8935,3271,19174,2113,3826,2620,3524,4726,10037
728,Peru,PER,1998,440,2724,670,2688,185,1309,1376,1342,5121,21485,16475,8569,2974,19784,2189,4026,2510,3649,4834,9913
729,Peru,PER,1999,373,2804,679,2573,163,1264,1223,1534,4282,20155,16095,8248,2632,19728,2213,4099,2401,3638,4801,9430
730,Peru,PER,2000,361,2916,722,2391,177,1254,1208,1735,3947,20484,16160,8271,2278,20609,2321,4380,2220,3830,4897,9361
731,Peru,PER,2001,331,3014,739,2139,115,1157,1053,1939,3486,19812,15474,7932,1946,20665,2309,4448,1975,3890,4766,8920
732,Peru,PER,2002,315,3154,778,2054,126,1091,1014,2130,3161,19890,15417,7599,1764,21307,2389,4652,1890,4068,4797,8831
733,Peru,PER,2003,304,3320,831,2013,91,1059,1002,2228,2924,20411,15653,7336,1658,22211,2519,4928,1845,4319,4919,8947
734,Peru,PER,2004,280,3463,848,1866,87,989,887,2260,2669,20073,15278,7164,1549,22130,2531,4972,1707,4451,4888,8842
735,Peru,PER,2005,266,3623,866,1756,53,923,863,2387,2543,20083,15132,6956,1450,22512,2599,5102,1605,4593,4925,8864
736,Peru,PER,2006,245,3793,886,1596,26,851,796,2459,2400,19923,14908,6599,1371,22708,2650,5209,1458,4737,4940,8850
737,Peru,PER,2007,223,3995,908,1463,22,778,670,2370,2257,19653,14657,6153,1282,22700,2692,5287,1336,4889,4909,8756
738,Peru,PER,2008,216,4242,956,1371,14,766,681,2218,2278,20287,15053,5901,1241,23815,2885,5524,1249,5242,5040,8936
739,Peru,PER,2009,210,4571,1105,1423,12,804,783,2164,2560,23332,16820,5933,1245,26895,3492,6384,1286,6033,5636,9898
740,Peru,PER,2010,193,4822,1186,1416,6,781,781,2052,2601,24665,17499,5985,1224,28160,3810,6800,1277,6475,5869,10254
741,Peru,PER,2011,180,5036,1224,1331,8,753,765,1898,2528,25133,17624,5807,1207,28655,3982,6964,1197,6678,5952,10343
742,Peru,PER,2012,170,5263,1263,1293,10,723,726,2030,2445,25573,17774,5644,1196,29039,4137,7115,1164,6865,6012,10405
743,Peru,PER,2013,163,5484,1292,1257,34,698,679,2404,2338,25939,17877,5569,1199,29424,4294,7190,1132,6973,6067,10463
744,Peru,PER,2014,156,5701,1291,1215,41,672,634,2793,2181,25674,17557,5304,1195,29454,4332,7131,1096,6893,6065,10410
745,Peru,PER,2015,151,5937,1301,1186,41,664,510,2999,2091,25742,17342,4956,1191,29809,4396,7157,1069,6838,6139,10488
746,Peru,PER,2016,150,6249,1335,1179,39,669,510,3060,2044,26404,17512,4799,1192,30576,4512,7333,1061,6859,6282,10710
747,Peru,PER,2017,148,6584,1378,1221,33,671,501,2928,2013,27352,17736,4441,1196,31489,4605,7558,1100,6921,6453,10999
748,Peru,PER,2018,145,6875,1421,1259,11,680,492,2692,1976,28272,17952,4184,1210,32440,4690,7796,1134,6941,6640,11320
749,Peru,PER,2019,143,7144,1464,1300,19,688,486,2401,1943,29215,18179,3933,1222,33395,4761,8044,1171,6961,6828,11649
750,Puerto Rico,PRI,1990,47,655,157,50,0,103,18,949,85,8069,1269,588,19,4521,1703,995,41,964,1066,1562
751,Puerto Rico,PRI,1991,41,689,162,54,0,100,18,1115,83,8060,1267,544,20,4625,1809,998,44,1016,1083,1589
752,Puerto Rico,PRI,1992,39,726,168,59,0,96,19,1267,83,8141,1295,549,21,4744,1935,1005,48,1090,1108,1631
753,Puerto Rico,PRI,1993,37,767,176,64,0,93,16,1278,84,8332,1336,523,23,4896,2079,1015,52,1191,1171,1717
754,Puerto Rico,PRI,1994,32,805,180,68,0,82,15,1705,76,8311,1331,474,23,4907,2166,955,55,1287,1187,1741
755,Puerto Rico,PRI,1995,32,846,191,72,0,83,15,1684,73,8615,1393,483,25,5153,2362,981,59,1416,1273,1852
756,Puerto Rico,PRI,1996,30,883,197,75,0,76,15,1537,65,8693,1385,431,25,5235,2443,981,61,1480,1277,1865
757,Puerto Rico,PRI,1997,27,915,194,73,0,71,18,956,58,8327,1331,442,27,5096,2390,945,61,1467,1230,1805
758,Puerto Rico,PRI,1998,25,964,208,81,0,70,14,754,55,8767,1389,403,31,5401,2608,1012,69,1580,1292,1896
759,Puerto Rico,PRI,1999,23,1003,206,82,0,60,13,769,48,8407,1317,392,37,5259,2556,1016,73,1528,1184,1763
760,Puerto Rico,PRI,2000,21,1045,209,85,0,54,15,700,44,8294,1283,365,44,5308,2593,1056,77,1502,1137,1706
761,Puerto Rico,PRI,2001,20,1095,220,87,0,53,9,777,42,8458,1309,330,50,5480,2725,1131,79,1526,1132,1709
762,Puerto Rico,PRI,2002,18,1138,219,86,0,48,8,643,37,8072,1262,315,54,5352,2670,1133,79,1458,1046,1607
763,Puerto Rico,PRI,2003,18,1192,228,86,0,45,11,550,34,8143,1280,298,60,5481,2772,1194,79,1487,1026,1593
764,Puerto Rico,PRI,2004,17,1242,238,90,0,44,11,583,31,8248,1299,272,70,5633,2903,1257,83,1525,1026,1604
765,Puerto Rico,PRI,2005,17,1282,243,92,0,43,7,579,30,8172,1294,281,77,5690,2963,1307,84,1531,1011,1583
766,Puerto Rico,PRI,2006,15,1319,243,87,0,41,7,518,27,7907,1248,264,80,5679,2926,1331,80,1494,972,1531
767,Puerto Rico,PRI,2007,14,1371,252,90,0,40,11,445,26,7912,1250,247,85,5810,3001,1392,83,1528,961,1524
768,Puerto Rico,PRI,2008,13,1418,259,92,0,38,8,459,24,7864,1230,239,88,5913,3057,1455,85,1553,931,1491
769,Puerto Rico,PRI,2009,12,1465,270,95,0,38,10,418,23,7962,1232,222,93,6129,3154,1556,89,1596,934,1497
770,Puerto Rico,PRI,2010,11,1504,269,90,0,34,8,372,21,7638,1152,211,92,6005,3052,1567,85,1549,867,1415
771,Puerto Rico,PRI,2011,11,1570,290,96,0,34,7,317,23,8064,1191,213,96,6368,3223,1743,90,1614,954,1524
772,Puerto Rico,PRI,2012,10,1606,285,92,0,31,4,265,21,7662,1119,207,91,6172,3037,1739,86,1555,915,1462
773,Puerto Rico,PRI,2013,10,1671,301,96,0,30,4,255,21,7916,1132,165,92,6375,3121,1866,90,1613,947,1508
774,Puerto Rico,PRI,2014,9,1715,305,98,0,28,5,261,20,7844,1114,145,92,6357,3074,1900,92,1612,939,1500
775,Puerto Rico,PRI,2015,8,1749,300,95,0,26,10,221,18,7564,1058,128,86,6212,2922,1854,90,1573,916,1459
776,Puerto Rico,PRI,2016,9,1826,319,99,0,26,9,248,20,7971,1123,126,92,6485,3080,1971,94,1664,971,1548
777,Puerto Rico,PRI,2017,9,1894,330,102,0,26,6,244,20,8260,1173,117,92,6651,3186,1994,97,1719,990,1587
778,Puerto Rico,PRI,2018,9,1965,345,105,0,26,6,237,20,8612,1228,111,95,6822,3304,2038,100,1788,1010,1629
779,Puerto Rico,PRI,2019,9,2026,354,108,0,26,5,231,21,8823,1267,108,96,6936,3373,2057,102,1832,1019,1654
780,Saint Kitts and Nevis,KNA,1990,2,6,3,8,0,3,2,1,3,208,23,16,7,75,27,17,6,9,12,22
781,Saint Kitts and Nevis,KNA,1991,2,6,2,7,0,3,2,2,3,176,20,15,6,66,23,15,6,8,10,20
782,Saint Kitts and Nevis,KNA,1992,2,6,2,7,0,2,2,3,2,175,20,14,6,66,23,15,5,8,10,19
783,Saint Kitts and Nevis,KNA,1993,2,6,2,6,0,3,2,3,2,170,20,14,6,65,23,15,5,8,10,19
784,Saint Kitts and Nevis,KNA,1994,1,6,2,6,0,3,2,4,2,175,21,13,6,66,24,15,5,8,10,20
785,Saint Kitts and Nevis,KNA,1995,1,6,3,6,0,3,2,5,2,180,21,13,6,68,25,16,5,9,10,20
786,Saint Kitts and Nevis,KNA,1996,1,7,3,6,0,3,2,6,2,175,22,12,5,68,25,16,5,9,10,19
787,Saint Kitts and Nevis,KNA,1997,1,7,3,6,0,2,2,7,2,170,22,12,5,67,25,16,4,9,10,19
788,Saint Kitts and Nevis,KNA,1998,1,7,3,5,0,2,1,8,2,165,22,12,4,68,25,16,4,9,9,19
789,Saint Kitts and Nevis,KNA,1999,1,7,3,5,0,2,1,10,2,160,23,11,4,67,24,17,4,9,9,18
790,Saint Kitts and Nevis,KNA,2000,1,7,3,5,0,2,1,11,1,156,22,10,4,67,24,17,4,9,8,18
791,Saint Kitts and Nevis,KNA,2001,1,7,3,4,0,2,1,12,1,152,22,10,3,66,23,18,4,9,8,17
792,Saint Kitts and Nevis,KNA,2002,1,8,3,4,0,2,1,13,1,149,22,10,3,66,23,18,4,8,8,17
793,Saint Kitts and Nevis,KNA,2003,1,8,3,4,0,2,1,14,1,144,21,9,3,66,23,18,3,8,8,17
794,Saint Kitts and Nevis,KNA,2004,1,8,3,4,0,2,1,15,1,140,20,9,3,67,23,18,3,8,8,17
795,Saint Kitts and Nevis,KNA,2005,1,8,3,4,0,2,1,16,1,138,19,8,3,67,24,19,3,8,8,17
796,Saint Kitts and Nevis,KNA,2006,1,8,3,4,0,2,1,17,1,138,19,8,3,69,25,19,3,9,8,17
797,Saint Kitts and Nevis,KNA,2007,1,8,3,4,0,2,1,17,1,136,19,8,3,71,25,20,3,9,8,17
798,Saint Kitts and Nevis,KNA,2008,1,8,3,4,0,3,1,18,1,131,19,8,3,69,24,19,3,8,8,16
799,Saint Kitts and Nevis,KNA,2009,1,8,3,4,0,3,1,19,1,130,18,8,2,70,24,20,3,8,8,16
800,Saint Kitts and Nevis,KNA,2010,1,8,3,4,0,3,1,20,1,129,18,7,2,71,24,21,3,8,8,17
801,Saint Kitts and Nevis,KNA,2011,1,8,3,3,0,3,1,21,1,130,18,7,2,73,24,22,3,9,8,17
802,Saint Kitts and Nevis,KNA,2012,1,8,3,3,0,3,1,23,1,130,18,7,2,75,25,23,3,9,8,17
803,Saint Kitts and Nevis,KNA,2013,1,8,3,3,0,3,1,24,1,132,18,7,2,77,25,24,3,9,9,18
804,Saint Kitts and Nevis,KNA,2014,1,8,3,4,0,3,1,25,1,135,18,7,3,79,26,25,3,9,9,19
805,Saint Kitts and Nevis,KNA,2015,1,8,3,4,0,3,1,26,1,137,19,7,2,81,26,26,3,9,10,19
806,Saint Kitts and Nevis,KNA,2016,1,8,3,4,0,3,1,27,1,139,19,7,2,84,27,27,3,10,10,20
807,Saint Kitts and Nevis,KNA,2017,1,8,3,4,0,3,1,29,1,142,19,6,2,87,28,28,3,10,10,21
808,Saint Kitts and Nevis,KNA,2018,1,8,3,4,0,3,1,30,1,146,19,6,3,90,30,29,3,10,11,22
809,Saint Kitts and Nevis,KNA,2019,1,8,3,4,0,2,1,32,1,157,20,6,3,99,33,32,3,11,12,24
810,Saint Lucia,LCA,1990,5,13,5,9,0,10,2,8,8,316,36,47,10,147,73,27,8,30,23,38
811,Saint Lucia,LCA,1991,5,13,5,9,0,10,2,5,8,315,36,46,10,150,77,27,8,30,23,38
812,Saint Lucia,LCA,1992,4,13,5,9,0,10,2,6,8,314,36,44,9,154,82,28,8,32,24,39
813,Saint Lucia,LCA,1993,4,14,5,8,0,10,1,7,8,312,37,42,9,156,84,28,7,32,24,39
814,Saint Lucia,LCA,1994,4,14,5,8,0,10,2,9,7,305,36,40,9,156,85,28,7,33,23,38
815,Saint Lucia,LCA,1995,4,14,5,8,0,10,2,8,7,300,35,38,8,159,88,28,6,33,23,38
816,Saint Lucia,LCA,1996,3,15,5,7,0,10,1,10,7,291,35,37,8,161,88,28,6,34,23,38
817,Saint Lucia,LCA,1997,3,16,6,7,0,10,2,8,6,283,35,36,7,161,85,28,6,34,23,37
818,Saint Lucia,LCA,1998,3,16,6,6,0,10,2,8,6,277,35,34,6,163,84,28,5,35,22,37
819,Saint Lucia,LCA,1999,3,17,6,6,0,9,1,10,5,275,36,34,6,166,84,30,5,35,22,37
820,Saint Lucia,LCA,2000,3,18,6,6,0,9,1,11,5,271,36,32,5,170,87,31,5,36,22,37
821,Saint Lucia,LCA,2001,2,19,6,6,0,9,1,11,5,279,39,32,5,176,89,33,5,38,21,37
822,Saint Lucia,LCA,2002,2,20,7,6,0,9,1,11,5,286,39,31,4,181,91,35,5,39,21,37
823,Saint Lucia,LCA,2003,2,21,7,5,0,9,1,11,5,291,40,31,4,184,93,36,5,40,22,38
824,Saint Lucia,LCA,2004,2,22,7,5,0,9,1,10,5,293,40,30,4,188,94,38,5,41,22,38
825,Saint Lucia,LCA,2005,2,23,7,5,0,9,1,9,5,297,40,29,4,189,92,39,5,40,22,38
826,Saint Lucia,LCA,2006,2,24,7,5,0,9,2,9,5,297,39,28,4,192,90,41,4,40,22,39
827,Saint Lucia,LCA,2007,2,25,7,5,0,9,2,9,5,291,38,27,4,194,87,41,4,40,22,39
828,Saint Lucia,LCA,2008,2,27,7,5,0,9,2,7,5,294,38,26,4,199,87,44,4,40,22,39
829,Saint Lucia,LCA,2009,2,28,8,5,0,9,2,8,4,297,37,25,4,202,88,45,4,41,22,39
830,Saint Lucia,LCA,2010,1,29,8,5,0,9,2,8,4,296,36,24,4,204,87,47,4,40,22,40
831,Saint Lucia,LCA,2011,1,31,8,4,0,9,2,8,4,300,37,23,4,211,89,49,4,40,23,40
832,Saint Lucia,LCA,2012,2,32,8,4,0,9,2,8,4,313,39,22,4,221,89,51,4,41,24,42
833,Saint Lucia,LCA,2013,1,34,9,5,0,10,2,8,4,340,41,21,4,234,94,55,4,44,25,45
834,Saint Lucia,LCA,2014,1,36,9,5,0,10,2,9,4,354,44,20,4,246,100,59,4,47,27,48
835,Saint Lucia,LCA,2015,2,37,10,5,0,10,2,8,4,370,46,19,4,255,105,60,4,49,28,49
836,Saint Lucia,LCA,2016,2,39,11,6,0,9,2,8,4,411,50,18,4,278,117,65,5,54,30,53
837,Saint Lucia,LCA,2017,2,40,11,6,0,9,2,8,4,425,52,17,4,287,122,68,5,56,31,55
838,Saint Lucia,LCA,2018,2,40,12,6,0,9,2,7,4,437,53,17,4,297,126,70,5,58,32,56
839,Saint Lucia,LCA,2019,2,41,12,6,0,9,2,7,4,446,54,16,4,304,130,71,5,59,33,58
840,Saint Vincent and the Grenadines,VCT,1990,5,12,3,13,0,9,1,15,5,257,30,43,11,112,63,18,12,11,12,28
841,Saint Vincent and the Grenadines,VCT,1991,5,12,3,12,0,9,1,10,5,260,30,42,11,114,65,19,11,11,12,28
842,Saint Vincent and the Grenadines,VCT,1992,4,12,3,12,0,8,1,12,5,264,31,40,10,117,69,19,11,12,12,29
843,Saint Vincent and the Grenadines,VCT,1993,4,13,3,11,0,8,1,14,5,265,31,39,10,119,72,19,10,12,12,29
844,Saint Vincent and the Grenadines,VCT,1994,4,13,3,11,0,8,1,16,5,264,31,38,9,120,74,19,10,12,12,29
845,Saint Vincent and the Grenadines,VCT,1995,4,13,3,10,0,8,2,19,4,253,30,37,9,119,74,19,9,12,12,28
846,Saint Vincent and the Grenadines,VCT,1996,3,13,3,10,0,8,1,27,4,251,30,35,8,122,75,19,9,12,12,28
847,Saint Vincent and the Grenadines,VCT,1997,3,14,4,9,0,8,1,24,4,251,31,34,8,122,73,19,8,12,12,28
848,Saint Vincent and the Grenadines,VCT,1998,3,14,4,9,0,8,1,24,4,250,32,33,7,124,76,20,8,13,12,28
849,Saint Vincent and the Grenadines,VCT,1999,3,15,4,8,0,8,1,30,3,249,32,32,6,127,76,21,8,13,12,28
850,Saint Vincent and the Grenadines,VCT,2000,3,15,4,8,0,8,1,37,3,248,32,30,6,130,78,22,8,13,12,28
851,Saint Vincent and the Grenadines,VCT,2001,2,15,4,8,0,8,1,33,3,240,31,29,5,128,77,23,7,13,12,27
852,Saint Vincent and the Grenadines,VCT,2002,2,16,4,8,0,8,1,34,3,242,32,28,5,130,78,23,7,13,12,27
853,Saint Vincent and the Grenadines,VCT,2003,2,16,4,7,0,8,1,29,3,242,31,27,4,131,78,24,7,13,12,28
854,Saint Vincent and the Grenadines,VCT,2004,2,17,4,7,0,7,1,30,3,245,31,26,4,131,79,25,6,13,12,28
855,Saint Vincent and the Grenadines,VCT,2005,2,17,4,7,0,8,1,26,3,248,31,25,4,131,77,26,6,13,12,28
856,Saint Vincent and the Grenadines,VCT,2006,2,18,4,7,0,8,1,26,3,250,31,24,4,134,74,26,6,13,12,28
